customer_id,created_at,last_updated,name,default_currency,account_manager,country
cust_000025,2023-01-17 00:00:00,2026-01-29 00:00:00,Customer 000025,USD,Ben Carter,United States of America
cust_000026,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000026,AUD,Eva Patel,AU
cust_000027,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000027,USD,Eva Patel,United States
cust_000028,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000028,USD,Chloe Smith,USA
cust_000029,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000029,USD,Chloe Smith,United States
cust_000030,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000030,AUD,Ben Carter,AUS
cust_000031,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000031,USD,Eva Patel,United States of America
cust_000032,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000032,AUD,Ben Carter,AUS
cust_000033,2023-01-12 00:00:00,2026-01-29 00:00:00,Customer 000033,AUD,Daniel Ruiz,Australia 
cust_000034,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000034,USD,Chloe Smith,America
cust_000035,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000035,USD,Alice Nguyen,United States
cust_000036,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000036,USD,Chloe Smith,USA
cust_000037,2023-01-07 00:00:00,2026-01-29 00:00:00,Customer 000037,USD,Eva Patel,US
cust_000038,2023-01-26 00:00:00,2026-01-29 00:00:00,Customer 000038,AUD,Daniel Ruiz,AUS
cust_000039,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000039,USD,Chloe Smith,America
cust_000040,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000040,AUD,Alice Nguyen,AUS
cust_000041,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000041,USD,Ben Carter,USA
cust_000042,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000042,USD,Daniel Ruiz,United States
cust_000043,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000043,AUD,Alice Nguyen,Australia 
cust_000044,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000044,USD,Ben Carter,USA
cust_000045,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000045,USD,Ben Carter,US
cust_000046,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000046,USD,Daniel Ruiz,US
cust_000047,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000047,AUD,Daniel Ruiz,AUS
cust_000048,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000048,AUD,Eva Patel,AUS
cust_000049,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000049,USD,Eva Patel,U.S.A.
cust_000050,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000050,USD,Ben Carter,U.S.A.
cust_000051,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000051,USD,Alice Nguyen,USA
cust_000052,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000052,USD,Eva Patel,US
cust_000053,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000053,USD,Chloe Smith,America
cust_000054,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000054,USD,Ben Carter,United States of America
cust_000055,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000055,USD,Daniel Ruiz,US
cust_000056,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000056,AUD,Ben Carter,Australia
cust_000057,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000057,USD,Chloe Smith,United States
cust_000058,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000058,AUD,Eva Patel,Aus
cust_000059,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000059,AUD,Eva Patel,Australia 
cust_000060,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000060,USD,Alice Nguyen,United States
cust_000061,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000061,AUD,Eva Patel,AU
cust_000062,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000062,USD,Chloe Smith,United States of America
cust_000063,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000063,AUD,Daniel Ruiz,Australia
cust_000064,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000064,USD,Chloe Smith,United States
cust_000065,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000065,AUD,Alice Nguyen,AU
cust_000066,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000066,AUD,Chloe Smith,AUS
cust_000067,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000067,USD,Chloe Smith,United States of America
cust_000068,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000068,USD,Ben Carter,U.S.A.
cust_000069,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000069,AUD,Ben Carter,australia
cust_000070,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000070,USD,Alice Nguyen,US
cust_000071,2023-01-26 00:00:00,2026-01-29 00:00:00,Customer 000071,USD,Ben Carter,United States of America
cust_000072,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000072,USD,Daniel Ruiz,America
cust_000073,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000073,USD,Alice Nguyen,United States
cust_000074,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000074,USD,Chloe Smith,United States of America
cust_000075,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000075,USD,Alice Nguyen,United States
cust_000076,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000076,USD,Alice Nguyen,U.S.A.
cust_000077,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000077,AUD,Eva Patel,AU
cust_000078,2023-01-07 00:00:00,2026-01-29 00:00:00,Customer 000078,USD,Chloe Smith,United States
cust_000079,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000079,USD,Ben Carter,USA
cust_000080,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000080,AUD,Chloe Smith,AU
cust_000081,2023-01-17 00:00:00,2026-01-29 00:00:00,Customer 000081,AUD,Chloe Smith,AU
cust_000082,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000082,AUD,Ben Carter,Australia
cust_000083,2023-01-24 00:00:00,2026-01-29 00:00:00,Customer 000083,USD,Ben Carter,U.S.A.
cust_000084,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000084,USD,Chloe Smith,USA
cust_000085,2023-01-15 00:00:00,2026-01-29 00:00:00,Customer 000085,AUD,Daniel Ruiz,AU
cust_000086,2023-01-06 00:00:00,2026-01-29 00:00:00,Customer 000086,AUD,Alice Nguyen,Australia 
cust_000087,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000087,USD,Ben Carter,America
cust_000088,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000088,AUD,Alice Nguyen,australia
cust_000089,2023-01-15 00:00:00,2026-01-29 00:00:00,Customer 000089,USD,Daniel Ruiz,United States
cust_000090,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000090,USD,Daniel Ruiz,America
cust_000091,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000091,AUD,Alice Nguyen,Australia
cust_000092,2023-01-17 00:00:00,2026-01-29 00:00:00,Customer 000092,AUD,Daniel Ruiz,australia
cust_000093,2023-01-15 00:00:00,2026-01-29 00:00:00,Customer 000093,USD,Ben Carter,US
cust_000094,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000094,USD,Chloe Smith,USA
cust_000095,2023-01-17 00:00:00,2026-01-29 00:00:00,Customer 000095,USD,Daniel Ruiz,America
cust_000096,2023-01-24 00:00:00,2026-01-29 00:00:00,Customer 000096,AUD,Daniel Ruiz,AU
cust_000097,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000097,AUD,Eva Patel,AU
cust_000098,2023-01-23 00:00:00,2026-01-29 00:00:00,Customer 000098,USD,Chloe Smith,America
cust_000099,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000099,USD,Ben Carter,U.S.A.
cust_000100,2023-01-07 00:00:00,2026-01-29 00:00:00,Customer 000100,AUD,Alice Nguyen,Australia 
cust_000101,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000101,AUD,Ben Carter,Aus
cust_000102,2023-01-23 00:00:00,2026-01-29 00:00:00,Customer 000102,USD,Alice Nguyen,America
cust_000103,2023-01-12 00:00:00,2026-01-29 00:00:00,Customer 000103,AUD,Chloe Smith,Australia 
cust_000104,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000104,AUD,Eva Patel,Australia 
cust_000105,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000105,AUD,Alice Nguyen,AU
cust_000106,2023-01-24 00:00:00,2026-01-29 00:00:00,Customer 000106,USD,Ben Carter,USA
cust_000107,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000107,AUD,Daniel Ruiz,AUS
cust_000108,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000108,AUD,Ben Carter,AU
cust_000109,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000109,USD,Ben Carter,US
cust_000110,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000110,AUD,Daniel Ruiz,Aus
cust_000111,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000111,USD,Chloe Smith,United States of America
cust_000112,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000112,USD,Alice Nguyen,USA
cust_000113,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000113,USD,Ben Carter,America
cust_000114,2023-01-07 00:00:00,2026-01-29 00:00:00,Customer 000114,AUD,Daniel Ruiz,AUS
cust_000115,2023-01-24 00:00:00,2026-01-29 00:00:00,Customer 000115,USD,Alice Nguyen,U.S.A.
cust_000116,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000116,USD,Alice Nguyen,US
cust_000117,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000117,AUD,Ben Carter,Aus
cust_000118,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000118,AUD,Chloe Smith,australia
cust_000119,2023-01-26 00:00:00,2026-01-29 00:00:00,Customer 000119,USD,Alice Nguyen,America
cust_000120,2023-01-17 00:00:00,2026-01-29 00:00:00,Customer 000120,AUD,Chloe Smith,Australia
cust_000121,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000121,AUD,Chloe Smith,Australia
cust_000122,2023-01-06 00:00:00,2026-01-29 00:00:00,Customer 000122,AUD,Eva Patel,Aus
cust_000123,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000123,AUD,Daniel Ruiz,AUS
cust_000124,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000124,AUD,Ben Carter,AU
cust_000125,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000125,AUD,Daniel Ruiz,Australia
cust_000126,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000126,USD,Chloe Smith,USA
cust_000127,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000127,USD,Chloe Smith,U.S.A.
cust_000128,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000128,USD,Eva Patel,United States of America
cust_000129,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000129,USD,Eva Patel,US
cust_000130,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000130,USD,Daniel Ruiz,America
cust_000131,2023-01-23 00:00:00,2026-01-29 00:00:00,Customer 000131,USD,Ben Carter,US
cust_000132,2023-01-17 00:00:00,2026-01-29 00:00:00,Customer 000132,AUD,Chloe Smith,Australia
cust_000133,2023-01-23 00:00:00,2026-01-29 00:00:00,Customer 000133,AUD,Daniel Ruiz,AU
cust_000134,2023-01-07 00:00:00,2026-01-29 00:00:00,Customer 000134,AUD,Chloe Smith,Australia
cust_000135,2023-01-06 00:00:00,2026-01-29 00:00:00,Customer 000135,AUD,Ben Carter,Aus
cust_000136,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000136,USD,Eva Patel,U.S.A.
cust_000137,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000137,USD,Chloe Smith,United States of America
cust_000138,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000138,AUD,Alice Nguyen,australia
cust_000139,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000139,USD,Daniel Ruiz,United States
cust_000140,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000140,AUD,Daniel Ruiz,australia
cust_000141,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000141,USD,Alice Nguyen,U.S.A.
cust_000142,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000142,AUD,Ben Carter,Australia 
cust_000143,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000143,AUD,Alice Nguyen,Australia
cust_000144,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000144,USD,Eva Patel,U.S.A.
cust_000145,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000145,AUD,Chloe Smith,australia
cust_000146,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000146,AUD,Ben Carter,Australia 
cust_000147,2023-01-08 00:00:00,2026-01-29 00:00:00,Customer 000147,AUD,Ben Carter,australia
cust_000148,2023-01-23 00:00:00,2026-01-29 00:00:00,Customer 000148,USD,Eva Patel,US
cust_000149,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000149,USD,Daniel Ruiz,America
cust_000150,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000150,AUD,Ben Carter,Australia 
cust_000151,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000151,AUD,Ben Carter,Australia 
cust_000152,2023-01-24 00:00:00,2026-01-29 00:00:00,Customer 000152,USD,Eva Patel,United States of America
cust_000153,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000153,AUD,Daniel Ruiz,Aus
cust_000154,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000154,AUD,Eva Patel,Aus
cust_000155,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000155,AUD,Alice Nguyen,AUS
cust_000156,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000156,AUD,Alice Nguyen,AU
cust_000157,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000157,USD,Ben Carter,U.S.A.
cust_000158,2023-01-06 00:00:00,2026-01-29 00:00:00,Customer 000158,USD,Eva Patel,United States of America
cust_000159,2023-01-12 00:00:00,2026-01-29 00:00:00,Customer 000159,AUD,Daniel Ruiz,Aus
cust_000160,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000160,USD,Daniel Ruiz,United States
cust_000161,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000161,AUD,Eva Patel,Aus
cust_000162,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000162,USD,Daniel Ruiz,United States of America
cust_000163,2023-01-15 00:00:00,2026-01-29 00:00:00,Customer 000163,AUD,Daniel Ruiz,AUS
cust_000164,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000164,USD,Daniel Ruiz,America
cust_000165,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000165,USD,Daniel Ruiz,US
cust_000166,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000166,USD,Ben Carter,America
cust_000167,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000167,AUD,Alice Nguyen,AUS
cust_000168,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000168,USD,Ben Carter,United States of America
cust_000169,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000169,USD,Daniel Ruiz,US
cust_000170,2023-01-05 00:00:00,2026-01-29 00:00:00,Customer 000170,USD,Daniel Ruiz,U.S.A.
cust_000171,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000171,USD,Alice Nguyen,USA
cust_000172,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000172,USD,Alice Nguyen,U.S.A.
cust_000173,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000173,USD,Daniel Ruiz,America
cust_000174,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000174,AUD,Eva Patel,AU
cust_000175,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000175,USD,Ben Carter,America
cust_000176,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000176,AUD,Daniel Ruiz,australia
cust_000177,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000177,USD,Ben Carter,US
cust_000178,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000178,USD,Alice Nguyen,US
cust_000179,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000179,AUD,Ben Carter,AUS
cust_000180,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000180,USD,Chloe Smith,U.S.A.
cust_000181,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000181,USD,Chloe Smith,USA
cust_000182,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000182,USD,Daniel Ruiz,United States of America
cust_000183,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000183,AUD,Chloe Smith,australia
cust_000184,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000184,USD,Alice Nguyen,United States
cust_000185,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000185,USD,Chloe Smith,US
cust_000186,2023-01-05 00:00:00,2026-01-29 00:00:00,Customer 000186,USD,Ben Carter,America
cust_000187,2023-01-06 00:00:00,2026-01-29 00:00:00,Customer 000187,USD,Ben Carter,USA
cust_000188,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000188,AUD,Eva Patel,australia
cust_000189,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000189,AUD,Alice Nguyen,Aus
cust_000190,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000190,AUD,Ben Carter,Australia 
cust_000191,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000191,USD,Daniel Ruiz,US
cust_000192,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000192,AUD,Daniel Ruiz,australia
cust_000193,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000193,USD,Chloe Smith,United States of America
cust_000194,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000194,AUD,Alice Nguyen,Aus
cust_000195,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000195,USD,Ben Carter,USA
cust_000196,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000196,USD,Chloe Smith,United States
cust_000197,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000197,AUD,Ben Carter,AUS
cust_000198,2023-01-26 00:00:00,2026-01-29 00:00:00,Customer 000198,USD,Daniel Ruiz,United States
cust_000199,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000199,AUD,Chloe Smith,Australia
cust_000200,2023-01-12 00:00:00,2026-01-29 00:00:00,Customer 000200,USD,Eva Patel,U.S.A.
cust_000201,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000201,AUD,Daniel Ruiz,AU
cust_000202,2023-01-26 00:00:00,2026-01-29 00:00:00,Customer 000202,USD,Alice Nguyen,America
cust_000203,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000203,AUD,Daniel Ruiz,Australia 
cust_000204,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000204,AUD,Chloe Smith,Australia
cust_000205,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000205,USD,Chloe Smith,America
cust_000206,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000206,AUD,Ben Carter,Australia
cust_000207,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000207,AUD,Eva Patel,AUS
cust_000208,2023-01-23 00:00:00,2026-01-29 00:00:00,Customer 000208,AUD,Chloe Smith,Aus
cust_000209,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000209,AUD,Daniel Ruiz,AUS
cust_000210,2023-01-13 00:00:00,2026-01-29 00:00:00,Customer 000210,USD,Daniel Ruiz,U.S.A.
cust_000211,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000211,USD,Eva Patel,America
cust_000212,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000212,AUD,Daniel Ruiz,Australia 
cust_000213,2023-01-07 00:00:00,2026-01-29 00:00:00,Customer 000213,USD,Daniel Ruiz,United States of America
cust_000214,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000214,USD,Chloe Smith,United States
cust_000215,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000215,USD,Ben Carter,US
cust_000216,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000216,AUD,Eva Patel,AU
cust_000217,2023-01-05 00:00:00,2026-01-29 00:00:00,Customer 000217,AUD,Eva Patel,australia
cust_000218,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000218,USD,Ben Carter,United States
cust_000219,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000219,AUD,Chloe Smith,AUS
cust_000220,2023-01-09 00:00:00,2026-01-29 00:00:00,Customer 000220,AUD,Ben Carter,AUS
cust_000221,2023-01-26 00:00:00,2026-01-29 00:00:00,Customer 000221,USD,Ben Carter,U.S.A.
cust_000222,2023-01-05 00:00:00,2026-01-29 00:00:00,Customer 000222,USD,Daniel Ruiz,America
cust_000223,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000223,AUD,Chloe Smith,Australia 
cust_000224,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000224,AUD,Alice Nguyen,AUS
cust_000225,2023-01-21 00:00:00,2026-01-29 00:00:00,Customer 000225,AUD,Alice Nguyen,Aus
cust_000226,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000226,AUD,Alice Nguyen,Australia
cust_000227,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000227,USD,Eva Patel,America
cust_000228,2023-01-19 00:00:00,2026-01-29 00:00:00,Customer 000228,USD,Eva Patel,USA
cust_000229,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000229,AUD,Daniel Ruiz,AUS
cust_000230,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000230,USD,Eva Patel,America
cust_000231,2023-01-14 00:00:00,2026-01-29 00:00:00,Customer 000231,USD,Chloe Smith,United States
cust_000232,2023-01-11 00:00:00,2026-01-29 00:00:00,Customer 000232,USD,Daniel Ruiz,U.S.A.
cust_000233,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000233,USD,Daniel Ruiz,United States
cust_000234,2023-01-24 00:00:00,2026-01-29 00:00:00,Customer 000234,USD,Chloe Smith,USA
cust_000235,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000235,USD,Chloe Smith,United States of America
cust_000236,2023-01-25 00:00:00,2026-01-29 00:00:00,Customer 000236,AUD,Daniel Ruiz,Aus
cust_000237,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000237,USD,Chloe Smith,U.S.A.
cust_000238,2023-01-22 00:00:00,2026-01-29 00:00:00,Customer 000238,USD,Daniel Ruiz,United States
cust_000239,2023-01-12 00:00:00,2026-01-29 00:00:00,Customer 000239,USD,Alice Nguyen,U.S.A.
cust_000240,2023-01-28 00:00:00,2026-01-29 00:00:00,Customer 000240,USD,Eva Patel,USA
cust_000241,2023-01-18 00:00:00,2026-01-29 00:00:00,Customer 000241,AUD,Alice Nguyen,Australia 
cust_000242,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000242,AUD,Ben Carter,AU
cust_000243,2023-01-01 00:00:00,2026-01-29 00:00:00,Customer 000243,AUD,Ben Carter,AU
cust_000244,2023-01-05 00:00:00,2026-01-29 00:00:00,Customer 000244,USD,Alice Nguyen,USA
cust_000245,2023-01-15 00:00:00,2026-01-29 00:00:00,Customer 000245,USD,Chloe Smith,United States of America
cust_000246,2023-01-20 00:00:00,2026-01-29 00:00:00,Customer 000246,AUD,Alice Nguyen,AUS
cust_000247,2023-01-02 00:00:00,2026-01-29 00:00:00,Customer 000247,AUD,Alice Nguyen,Australia 
cust_000248,2023-01-15 00:00:00,2026-01-29 00:00:00,Customer 000248,USD,Daniel Ruiz,U.S.A.
cust_000249,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000249,USD,Chloe Smith,USA
cust_000250,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000250,USD,Alice Nguyen,United States of America
cust_000251,2023-01-10 00:00:00,2026-01-29 00:00:00,Customer 000251,USD,Ben Carter,United States
cust_000252,2023-01-16 00:00:00,2026-01-29 00:00:00,Customer 000252,USD,Daniel Ruiz,USA
cust_000253,2023-01-27 00:00:00,2026-01-29 00:00:00,Customer 000253,USD,Chloe Smith,U.S.A.
cust_000254,2023-01-03 00:00:00,2026-01-29 00:00:00,Customer 000254,USD,Chloe Smith,US
cust_000255,2023-01-04 00:00:00,2026-01-29 00:00:00,Customer 000255,AUD,Daniel Ruiz,AU
cust_000256,2023-01-12 00:00:00,2026-01-29 00:00:00,Customer 000256,USD,Chloe Smith,America
