invoice_id,customer_id,created,status,due_date,fully_paid_on_date,total_amount,amount_due,currency_code,currency_rate_to_aud,subscription_id,repeating_invoice_id,salesperson
inv_000073,cust_000002,2025-12-04 16:04:00,PAID,2025-12-04 00:00:00,2025-12-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000002,,Priya Shah
inv_000074,cust_000002,2026-01-04 12:58:00,PAID,2026-01-04 00:00:00,2026-01-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000002,,Priya Shah
inv_000107,cust_000004,2025-01-04 16:58:00,PAID,2025-01-04 00:00:00,2025-01-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000108,cust_000004,2025-02-04 13:21:00,PAID,2025-02-04 00:00:00,2025-02-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000109,cust_000004,2025-03-04 15:42:00,PAID,2025-03-04 00:00:00,2025-03-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000110,cust_000004,2025-04-04 07:58:00,PAID,2025-04-04 00:00:00,2025-04-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000111,cust_000004,2025-05-04 13:50:00,PAID,2025-05-04 00:00:00,2025-05-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000112,cust_000004,2025-06-04 15:45:00,PAID,2025-06-04 00:00:00,2025-06-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000113,cust_000004,2025-07-04 09:32:00,UNPAID,2025-07-04 00:00:00,,99.00,99.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000114,cust_000004,2025-08-04 13:36:00,PAID,2025-08-04 00:00:00,2025-08-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000115,cust_000004,2025-09-04 14:04:00,PAID,2025-09-04 00:00:00,2025-09-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000116,cust_000004,2025-10-04 15:19:00,PAID,2025-10-04 00:00:00,2025-10-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000117,cust_000004,2025-11-04 11:46:00,PAID,2025-11-04 00:00:00,2025-11-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000118,cust_000004,2025-12-04 18:01:00,PAID,2025-12-04 00:00:00,2025-12-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000119,cust_000004,2026-01-04 17:31:00,PAID,2026-01-04 00:00:00,2026-01-04 00:00:00,99.00,0.00,AUD,1.000000,sub_0000004,,Priya Shah
inv_000162,cust_000006,2025-01-04 13:01:00,PAID,2025-01-04 00:00:00,2025-01-04 00:00:00,39.00,0.00,USD,0.670613,sub_0000006,,Sofia Martinez
inv_000163,cust_000006,2025-02-04 12:34:00,PAID,2025-02-04 00:00:00,2025-02-04 00:00:00,39.00,0.00,USD,0.668523,sub_0000006,,Sofia Martinez
inv_000164,cust_000006,2025-03-04 12:58:00,PAID,2025-03-04 00:00:00,2025-03-18 00:00:00,39.00,0.00,USD,0.665661,sub_0000006,,Sofia Martinez
inv_000165,cust_000006,2025-04-04 09:52:00,PAID,2025-04-04 00:00:00,2025-04-04 00:00:00,39.00,0.00,USD,0.682530,sub_0000006,,Sofia Martinez
inv_000166,cust_000006,2025-05-04 14:06:00,PAID,2025-05-04 00:00:00,2025-05-04 00:00:00,39.00,0.00,USD,0.694823,sub_0000006,,Sofia Martinez
inv_000167,cust_000006,2025-06-04 07:49:00,PAID,2025-06-04 00:00:00,2025-06-16 00:00:00,39.00,0.00,USD,0.695368,sub_0000006,,Sofia Martinez
inv_000168,cust_000006,2025-07-04 07:14:00,PAID,2025-07-04 00:00:00,2025-07-04 00:00:00,39.00,0.00,USD,0.686538,sub_0000006,,Sofia Martinez
inv_000169,cust_000006,2025-08-04 14:08:00,PAID,2025-08-04 00:00:00,2025-08-04 00:00:00,39.00,0.00,USD,0.700130,sub_0000006,,Sofia Martinez
inv_000170,cust_000006,2025-09-04 12:30:00,PAID,2025-09-04 00:00:00,2025-09-04 00:00:00,39.00,0.00,USD,0.714902,sub_0000006,,Sofia Martinez
inv_000195,cust_000007,2025-01-06 14:14:00,PAID,2025-01-06 00:00:00,2025-01-06 00:00:00,79.00,0.00,USD,0.670613,sub_0000007,,Sofia Martinez
inv_000196,cust_000007,2025-02-06 17:37:00,PAID,2025-02-06 00:00:00,2025-02-06 00:00:00,79.00,0.00,USD,0.668523,sub_0000007,,Sofia Martinez
inv_000197,cust_000007,2025-03-06 18:24:00,PAID,2025-03-06 00:00:00,2025-03-06 00:00:00,79.00,0.00,USD,0.665661,sub_0000007,,Sofia Martinez
inv_000198,cust_000007,2025-04-06 15:08:00,PAID,2025-04-06 00:00:00,2025-04-06 00:00:00,79.00,0.00,USD,0.682530,sub_0000007,,Sofia Martinez
inv_000199,cust_000007,2025-05-06 15:25:00,PAID,2025-05-06 00:00:00,2025-05-06 00:00:00,79.00,0.00,USD,0.694823,sub_0000007,,Sofia Martinez
inv_000200,cust_000007,2025-06-06 10:59:00,PAID,2025-06-06 00:00:00,2025-06-06 00:00:00,79.00,0.00,USD,0.695368,sub_0000007,,Sofia Martinez
inv_000201,cust_000007,2025-07-06 09:25:00,PAID,2025-07-06 00:00:00,2025-07-06 00:00:00,79.00,0.00,USD,0.686538,sub_0000007,,Sofia Martinez
inv_000202,cust_000007,2025-08-06 13:49:00,PAID,2025-08-06 00:00:00,2025-08-06 00:00:00,79.00,0.00,USD,0.700130,sub_0000007,,Sofia Martinez
inv_000203,cust_000007,2025-09-06 08:00:00,PAID,2025-09-06 00:00:00,2025-09-06 00:00:00,79.00,0.00,USD,0.714902,sub_0000007,,Sofia Martinez
inv_000204,cust_000007,2025-10-06 16:11:00,PAID,2025-10-06 00:00:00,2025-10-06 00:00:00,79.00,0.00,USD,0.729372,sub_0000007,,Sofia Martinez
inv_000205,cust_000007,2025-11-06 12:23:00,PAID,2025-11-06 00:00:00,2025-11-06 00:00:00,79.00,0.00,USD,0.722563,sub_0000007,,Sofia Martinez
inv_000206,cust_000007,2025-12-06 09:42:00,UNPAID,2025-12-06 00:00:00,,79.00,79.00,USD,0.707987,sub_0000007,,Sofia Martinez
inv_000207,cust_000007,2026-01-06 08:17:00,PAID,2026-01-06 00:00:00,2026-01-08 00:00:00,79.00,0.00,USD,0.718853,sub_0000007,,Sofia Martinez
inv_000232,cust_000008,2025-01-06 09:25:00,PAID,2025-01-06 00:00:00,2025-01-06 00:00:00,79.00,0.00,USD,0.670613,sub_0000008,,Hannah Lee
inv_000233,cust_000008,2025-02-06 10:23:00,PAID,2025-02-06 00:00:00,2025-02-06 00:00:00,79.00,0.00,USD,0.668523,sub_0000008,,Hannah Lee
inv_000234,cust_000008,2025-03-06 15:31:00,PAID,2025-03-06 00:00:00,2025-03-06 00:00:00,79.00,0.00,USD,0.665661,sub_0000008,,Hannah Lee
inv_000235,cust_000008,2025-04-06 08:38:00,PAID,2025-04-06 00:00:00,2025-04-06 00:00:00,79.00,0.00,USD,0.682530,sub_0000008,,Hannah Lee
inv_000236,cust_000008,2025-05-06 08:22:00,PAID,2025-05-06 00:00:00,2025-05-06 00:00:00,79.00,0.00,USD,0.694823,sub_0000008,,Hannah Lee
inv_000237,cust_000008,2025-06-06 11:27:00,PAID,2025-06-06 00:00:00,2025-06-06 00:00:00,79.00,0.00,USD,0.695368,sub_0000008,,Hannah Lee
inv_000238,cust_000008,2025-07-06 16:36:00,PAID,2025-07-06 00:00:00,2025-07-06 00:00:00,79.00,0.00,USD,0.686538,sub_0000008,,Hannah Lee
inv_000239,cust_000008,2025-08-06 12:38:00,PAID,2025-08-06 00:00:00,2025-08-06 00:00:00,79.00,0.00,USD,0.700130,sub_0000008,,Hannah Lee
inv_000240,cust_000008,2025-09-06 11:15:00,PAID,2025-09-06 00:00:00,2025-09-06 00:00:00,79.00,0.00,USD,0.714902,sub_0000008,,Hannah Lee
inv_000241,cust_000008,2025-10-06 18:13:00,PAID,2025-10-06 00:00:00,2025-10-06 00:00:00,79.00,0.00,USD,0.729372,sub_0000008,,Hannah Lee
inv_000242,cust_000008,2025-11-06 08:22:00,PAID,2025-11-06 00:00:00,2025-11-06 00:00:00,79.00,0.00,USD,0.722563,sub_0000008,,Hannah Lee
inv_000243,cust_000008,2025-12-06 14:00:00,PAID,2025-12-06 00:00:00,2025-12-06 00:00:00,79.00,0.00,USD,0.707987,sub_0000008,,Hannah Lee
inv_000244,cust_000008,2026-01-06 14:02:00,PAID,2026-01-06 00:00:00,2026-01-06 00:00:00,79.00,0.00,USD,0.718853,sub_0000008,,Hannah Lee
inv_000269,cust_000009,2025-01-01 18:57:00,PAID,2025-01-01 00:00:00,2025-01-01 00:00:00,79.00,0.00,USD,0.670613,sub_0000009,,Michael Thompson
inv_000270,cust_000009,2025-02-01 15:07:00,PAID,2025-02-01 00:00:00,2025-02-01 00:00:00,79.00,0.00,USD,0.668523,sub_0000009,,Michael Thompson
inv_000271,cust_000009,2025-03-01 09:54:00,PAID,2025-03-01 00:00:00,2025-03-01 00:00:00,79.00,0.00,USD,0.665661,sub_0000009,,Michael Thompson
inv_000272,cust_000009,2025-04-01 17:20:00,PAID,2025-04-01 00:00:00,2025-04-01 00:00:00,79.00,0.00,USD,0.682530,sub_0000009,,Michael Thompson
inv_000273,cust_000009,2025-05-01 11:23:00,PAID,2025-05-01 00:00:00,2025-05-01 00:00:00,79.00,0.00,USD,0.694823,sub_0000009,,Michael Thompson
inv_000274,cust_000009,2025-06-01 13:13:00,UNPAID,2025-06-01 00:00:00,,79.00,79.00,USD,0.695368,sub_0000009,,Michael Thompson
inv_000275,cust_000009,2025-07-01 12:06:00,PAID,2025-07-01 00:00:00,2025-07-01 00:00:00,79.00,0.00,USD,0.686538,sub_0000009,,Michael Thompson
inv_000276,cust_000009,2025-08-01 09:19:00,PAID,2025-08-01 00:00:00,2025-08-01 00:00:00,79.00,0.00,USD,0.700130,sub_0000009,,Michael Thompson
inv_000277,cust_000009,2025-09-01 11:59:00,UNPAID,2025-09-01 00:00:00,,79.00,79.00,USD,0.714902,sub_0000009,,Michael Thompson
inv_000278,cust_000009,2025-10-01 10:12:00,PAID,2025-10-01 00:00:00,2025-10-01 00:00:00,79.00,0.00,USD,0.729372,sub_0000009,,Michael Thompson
inv_000279,cust_000009,2025-11-01 16:06:00,PAID,2025-11-01 00:00:00,2025-11-01 00:00:00,79.00,0.00,USD,0.722563,sub_0000009,,Michael Thompson
inv_000280,cust_000009,2025-12-01 11:16:00,PAID,2025-12-01 00:00:00,2025-12-01 00:00:00,79.00,0.00,USD,0.707987,sub_0000009,,Michael Thompson
inv_000281,cust_000009,2026-01-01 13:48:00,PAID,2026-01-01 00:00:00,2026-01-01 00:00:00,79.00,0.00,USD,0.718853,sub_0000009,,Michael Thompson
inv_000306,cust_000010,2025-01-04 09:39:00,PAID,2025-01-04 00:00:00,2025-01-04 00:00:00,79.00,0.00,USD,0.670613,sub_0000010,,Michael Thompson
inv_000307,cust_000010,2025-02-04 18:07:00,PAID,2025-02-04 00:00:00,2025-02-04 00:00:00,79.00,0.00,USD,0.668523,sub_0000010,,Michael Thompson
inv_000308,cust_000010,2025-03-04 16:26:00,PAID,2025-03-04 00:00:00,2025-03-04 00:00:00,79.00,0.00,USD,0.665661,sub_0000010,,Michael Thompson
inv_000309,cust_000010,2025-04-04 14:18:00,PAID,2025-04-04 00:00:00,2025-04-04 00:00:00,79.00,0.00,USD,0.682530,sub_0000010,,Michael Thompson
inv_000310,cust_000010,2025-05-04 16:07:00,PAID,2025-05-04 00:00:00,2025-05-04 00:00:00,79.00,0.00,USD,0.694823,sub_0000010,,Michael Thompson
inv_000311,cust_000010,2025-06-04 13:50:00,PAID,2025-06-04 00:00:00,2025-06-26 00:00:00,79.00,0.00,USD,0.695368,sub_0000010,,Michael Thompson
inv_000312,cust_000010,2025-07-04 11:15:00,PAID,2025-07-04 00:00:00,2025-07-04 00:00:00,79.00,0.00,USD,0.686538,sub_0000010,,Michael Thompson
inv_000313,cust_000010,2025-08-04 16:45:00,PAID,2025-08-04 00:00:00,2025-08-04 00:00:00,79.00,0.00,USD,0.700130,sub_0000010,,Michael Thompson
inv_000314,cust_000010,2025-09-04 08:16:00,PAID,2025-09-04 00:00:00,2025-09-04 00:00:00,79.00,0.00,USD,0.714902,sub_0000010,,Michael Thompson
inv_000315,cust_000010,2025-10-04 09:36:00,PAID,2025-10-04 00:00:00,2025-10-04 00:00:00,79.00,0.00,USD,0.729372,sub_0000010,,Michael Thompson
inv_000316,cust_000010,2025-11-04 16:09:00,PAID,2025-11-04 00:00:00,2025-11-04 00:00:00,79.00,0.00,USD,0.722563,sub_0000010,,Michael Thompson
inv_000317,cust_000010,2025-12-04 16:36:00,PAID,2025-12-04 00:00:00,2025-12-04 00:00:00,79.00,0.00,USD,0.707987,sub_0000010,,Michael Thompson
inv_000318,cust_000010,2026-01-04 09:51:00,PAID,2026-01-04 00:00:00,2026-01-04 00:00:00,79.00,0.00,USD,0.718853,sub_0000010,,Michael Thompson
inv_000345,cust_000012,2025-01-02 09:07:00,PAID,2025-01-02 00:00:00,2025-01-02 00:00:00,79.00,0.00,USD,0.670613,sub_0000012,,Hannah Lee
inv_000346,cust_000012,2025-02-02 07:07:00,PAID,2025-02-02 00:00:00,2025-02-02 00:00:00,79.00,0.00,USD,0.668523,sub_0000012,,Hannah Lee
inv_000347,cust_000012,2025-03-02 11:32:00,PAID,2025-03-02 00:00:00,2025-03-02 00:00:00,79.00,0.00,USD,0.665661,sub_0000012,,Hannah Lee
inv_000348,cust_000012,2025-04-02 17:21:00,PAID,2025-04-02 00:00:00,2025-04-02 00:00:00,79.00,0.00,USD,0.682530,sub_0000012,,Hannah Lee
inv_000349,cust_000012,2025-05-02 16:34:00,PAID,2025-05-02 00:00:00,2025-05-26 00:00:00,79.00,0.00,USD,0.694823,sub_0000012,,Hannah Lee
inv_000350,cust_000012,2025-06-02 07:26:00,PAID,2025-06-02 00:00:00,2025-06-21 00:00:00,79.00,0.00,USD,0.695368,sub_0000012,,Hannah Lee
inv_000351,cust_000012,2025-07-02 14:28:00,PAID,2025-07-02 00:00:00,2025-07-02 00:00:00,79.00,0.00,USD,0.686538,sub_0000012,,Hannah Lee
inv_000352,cust_000012,2025-08-02 09:46:00,PAID,2025-08-02 00:00:00,2025-08-02 00:00:00,79.00,0.00,USD,0.700130,sub_0000012,,Hannah Lee
inv_000353,cust_000012,2025-09-02 18:10:00,PAID,2025-09-02 00:00:00,2025-09-02 00:00:00,79.00,0.00,USD,0.714902,sub_0000012,,Hannah Lee
inv_000354,cust_000012,2025-10-02 13:30:00,PAID,2025-10-02 00:00:00,2025-10-02 00:00:00,79.00,0.00,USD,0.729372,sub_0000012,,Hannah Lee
inv_000355,cust_000012,2025-11-02 17:04:00,PAID,2025-11-02 00:00:00,2025-11-10 00:00:00,79.00,0.00,USD,0.722563,sub_0000012,,Hannah Lee
inv_000356,cust_000012,2025-12-02 14:36:00,PAID,2025-12-02 00:00:00,2025-12-02 00:00:00,79.00,0.00,USD,0.707987,sub_0000012,,Hannah Lee
inv_000357,cust_000012,2026-01-02 16:32:00,PAID,2026-01-02 00:00:00,2026-01-02 00:00:00,79.00,0.00,USD,0.718853,sub_0000012,,Hannah Lee
inv_000382,cust_000013,2025-01-06 14:15:00,PAID,2025-01-06 00:00:00,2025-01-06 00:00:00,79.00,0.00,USD,0.670613,sub_0000013,,James O’Connor
inv_000383,cust_000013,2025-02-06 10:01:00,PAID,2025-02-06 00:00:00,2025-02-06 00:00:00,79.00,0.00,USD,0.668523,sub_0000013,,James O’Connor
inv_000384,cust_000013,2025-03-06 18:40:00,PAID,2025-03-06 00:00:00,2025-03-06 00:00:00,79.00,0.00,USD,0.665661,sub_0000013,,James O’Connor
inv_000385,cust_000013,2025-04-06 15:23:00,PAID,2025-04-06 00:00:00,2025-04-06 00:00:00,79.00,0.00,USD,0.682530,sub_0000013,,James O’Connor
inv_000386,cust_000013,2025-05-06 10:24:00,UNPAID,2025-05-06 00:00:00,,79.00,79.00,USD,0.694823,sub_0000013,,James O’Connor
inv_000387,cust_000013,2025-06-06 08:40:00,PAID,2025-06-06 00:00:00,2025-06-06 00:00:00,79.00,0.00,USD,0.695368,sub_0000013,,James O’Connor
inv_000388,cust_000013,2025-07-06 15:44:00,PAID,2025-07-06 00:00:00,2025-07-06 00:00:00,79.00,0.00,USD,0.686538,sub_0000013,,James O’Connor
inv_000389,cust_000013,2025-08-06 11:06:00,PAID,2025-08-06 00:00:00,2025-08-06 00:00:00,79.00,0.00,USD,0.700130,sub_0000013,,James O’Connor
inv_000390,cust_000013,2025-09-06 16:02:00,PAID,2025-09-06 00:00:00,2025-09-24 00:00:00,79.00,0.00,USD,0.714902,sub_0000013,,James O’Connor
inv_000391,cust_000013,2025-10-06 16:34:00,PAID,2025-10-06 00:00:00,2025-10-06 00:00:00,79.00,0.00,USD,0.729372,sub_0000013,,James O’Connor
inv_000392,cust_000013,2025-11-06 09:52:00,PAID,2025-11-06 00:00:00,2025-11-06 00:00:00,79.00,0.00,USD,0.722563,sub_0000013,,James O’Connor
inv_000393,cust_000013,2025-12-06 11:40:00,PAID,2025-12-06 00:00:00,2025-12-06 00:00:00,79.00,0.00,USD,0.707987,sub_0000013,,James O’Connor
inv_000394,cust_000013,2026-01-06 16:17:00,PAID,2026-01-06 00:00:00,2026-01-06 00:00:00,79.00,0.00,USD,0.718853,sub_0000013,,James O’Connor
inv_000419,cust_000014,2025-01-01 11:20:00,PAID,2025-01-01 00:00:00,2025-01-01 00:00:00,79.00,0.00,USD,0.670613,sub_0000014,,Sofia Martinez
inv_000420,cust_000014,2025-02-01 12:23:00,PAID,2025-02-01 00:00:00,2025-02-01 00:00:00,79.00,0.00,USD,0.668523,sub_0000014,,Sofia Martinez
inv_000421,cust_000014,2025-03-01 18:32:00,PAID,2025-03-01 00:00:00,2025-03-01 00:00:00,79.00,0.00,USD,0.665661,sub_0000014,,Sofia Martinez
inv_000422,cust_000014,2025-04-01 14:20:00,PAID,2025-04-01 00:00:00,2025-04-01 00:00:00,79.00,0.00,USD,0.682530,sub_0000014,,Sofia Martinez
inv_000423,cust_000014,2025-05-01 14:01:00,PAID,2025-05-01 00:00:00,2025-05-01 00:00:00,79.00,0.00,USD,0.694823,sub_0000014,,Sofia Martinez
inv_000424,cust_000014,2025-06-01 11:08:00,PAID,2025-06-01 00:00:00,2025-06-01 00:00:00,79.00,0.00,USD,0.695368,sub_0000014,,Sofia Martinez
inv_000425,cust_000014,2025-07-01 14:33:00,PAID,2025-07-01 00:00:00,2025-07-01 00:00:00,79.00,0.00,USD,0.686538,sub_0000014,,Sofia Martinez
inv_000426,cust_000014,2025-08-01 11:09:00,PAID,2025-08-01 00:00:00,2025-08-01 00:00:00,79.00,0.00,USD,0.700130,sub_0000014,,Sofia Martinez
inv_000427,cust_000014,2025-09-01 12:57:00,PAID,2025-09-01 00:00:00,2025-09-02 00:00:00,79.00,0.00,USD,0.714902,sub_0000014,,Sofia Martinez
inv_000428,cust_000014,2025-10-01 09:28:00,PAID,2025-10-01 00:00:00,2025-10-01 00:00:00,79.00,0.00,USD,0.729372,sub_0000014,,Sofia Martinez
inv_000429,cust_000014,2025-11-01 12:29:00,PAID,2025-11-01 00:00:00,2025-11-01 00:00:00,79.00,0.00,USD,0.722563,sub_0000014,,Sofia Martinez
inv_000430,cust_000014,2025-12-01 11:07:00,PAID,2025-12-01 00:00:00,2025-12-21 00:00:00,79.00,0.00,USD,0.707987,sub_0000014,,Sofia Martinez
inv_000431,cust_000014,2026-01-01 13:10:00,PAID,2026-01-01 00:00:00,2026-01-01 00:00:00,79.00,0.00,USD,0.718853,sub_0000014,,Sofia Martinez
inv_000490,cust_000017,2025-01-02 07:12:00,PAID,2025-01-02 00:00:00,2025-01-02 00:00:00,79.00,0.00,USD,0.670613,sub_0000017,,Michael Thompson
inv_000491,cust_000017,2025-02-02 08:06:00,PAID,2025-02-02 00:00:00,2025-02-02 00:00:00,79.00,0.00,USD,0.668523,sub_0000017,,Michael Thompson
inv_000492,cust_000017,2025-03-02 11:48:00,PAID,2025-03-02 00:00:00,2025-03-02 00:00:00,79.00,0.00,USD,0.665661,sub_0000017,,Michael Thompson
inv_000493,cust_000017,2025-04-02 07:44:00,PAID,2025-04-02 00:00:00,2025-04-02 00:00:00,79.00,0.00,USD,0.682530,sub_0000017,,Michael Thompson
inv_000494,cust_000017,2025-05-02 09:15:00,PAID,2025-05-02 00:00:00,2025-05-02 00:00:00,79.00,0.00,USD,0.694823,sub_0000017,,Michael Thompson
inv_000495,cust_000017,2025-06-02 09:27:00,PAID,2025-06-02 00:00:00,2025-06-02 00:00:00,79.00,0.00,USD,0.695368,sub_0000017,,Michael Thompson
inv_000496,cust_000017,2025-07-02 16:30:00,PAID,2025-07-02 00:00:00,2025-07-02 00:00:00,79.00,0.00,USD,0.686538,sub_0000017,,Michael Thompson
inv_000497,cust_000017,2025-08-02 18:03:00,PAID,2025-08-02 00:00:00,2025-08-02 00:00:00,79.00,0.00,USD,0.700130,sub_0000017,,Michael Thompson
inv_000498,cust_000017,2025-09-02 13:02:00,PAID,2025-09-02 00:00:00,2025-09-02 00:00:00,79.00,0.00,USD,0.714902,sub_0000017,,Michael Thompson
inv_000499,cust_000017,2025-10-02 17:27:00,PAID,2025-10-02 00:00:00,2025-10-02 00:00:00,79.00,0.00,USD,0.729372,sub_0000017,,Michael Thompson
inv_000500,cust_000017,2025-11-02 16:11:00,PAID,2025-11-02 00:00:00,2025-11-02 00:00:00,79.00,0.00,USD,0.722563,sub_0000017,,Michael Thompson
inv_000501,cust_000017,2025-12-02 07:53:00,PAID,2025-12-02 00:00:00,2025-12-02 00:00:00,79.00,0.00,USD,0.707987,sub_0000017,,Michael Thompson
inv_000502,cust_000017,2026-01-02 09:24:00,PAID,2026-01-02 00:00:00,2026-01-02 00:00:00,79.00,0.00,USD,0.718853,sub_0000017,,Michael Thompson
inv_000527,cust_000018,2025-01-05 13:44:00,PAID,2025-01-05 00:00:00,2025-01-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
inv_000528,cust_000018,2025-02-05 09:54:00,PAID,2025-02-05 00:00:00,2025-02-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
inv_000529,cust_000018,2025-03-05 13:06:00,PAID,2025-03-05 00:00:00,2025-03-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
inv_000530,cust_000018,2025-04-05 14:07:00,PAID,2025-04-05 00:00:00,2025-04-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
inv_000531,cust_000018,2025-05-05 07:59:00,PAID,2025-05-05 00:00:00,2025-05-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
inv_000532,cust_000018,2025-06-05 16:20:00,PAID,2025-06-05 00:00:00,2025-06-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
inv_000533,cust_000018,2025-07-05 10:24:00,PAID,2025-07-05 00:00:00,2025-07-05 00:00:00,99.00,0.00,AUD,1.000000,sub_0000018,,Priya Shah
